Duration,Source Bytes,Destination Bytes,Source Packets,Destination Packets,Source IP,Destination IP,Protocol,Source Port,Destination Port,Time to Live,TCP Flags,Flow Duration,Average Packet Size,Packet Length Variance,Packet Length Mean,Packet Length Std,Packet IAT,Flow Bytes per Second,Flow Packets per Second,Flow IAT Mean,Attack Type
0.4692680899768591,477,526,17,21,192.168.1.171,10.0.0.130,ICMP,3977,1023,146,11,681065.746773162,599.9505895799684,48.81291227386278,581.9457495172437,14.97827046459805,2.163352649070754,723.4923121532997,8.78825519449954,0.9820825297825979,DDoS
3.010121430917521,529,489,29,24,192.168.1.36,10.0.0.195,TCP,45965,73,207,46,1410655.0169212604,587.3361731628266,39.607553781022325,412.1771080341596,19.92613036773222,0.3309091672551467,1084.5650277452605,8.560754897628064,1.8140741634022977,Malware
1.3167456935454493,522,497,25,23,192.168.1.167,10.0.0.11,UDP,6957,150,146,7,736267.6777282306,595.7023423838858,50.70556185878818,530.5899781782549,22.955239324505005,1.0315205624131103,1259.1626351726497,9.271351237958791,0.063481736976873,DDoS
0.9129425537759532,513,527,17,25,192.168.1.189,10.0.0.50,TCP,12410,513,152,53,336380.6598197736,499.54768594915646,38.92007474889847,497.169231069926,17.320598605827584,0.5003893102443114,637.280294107198,9.131549534428855,3.5804541195869253,Phishing
0.16962487046234628,483,498,17,22,192.168.1.144,10.0.0.251,UDP,62707,69,23,8,285546.4993906566,490.5599802455798,53.7921011106257,685.4905851879664,17.8844528210346,0.7455858389627574,796.4274116973507,11.728054815959121,0.101647350863531,DDoS
0.16959629191460518,547,493,28,22,192.168.1.122,10.0.0.163,ICMP,49013,969,140,2,1422686.2091921954,531.960929519133,66.67911920967461,611.7787334835092,12.25863352114251,0.8089588428788848,933.4995980962965,8.827057314237392,0.7169033791637608,Malware
0.059838768608680676,514,534,23,20,192.168.1.230,10.0.0.122,ICMP,5706,805,151,53,125833.2999488159,632.0266860032923,42.74028226829405,637.2497337217453,15.109174254853189,0.5047498616979305,591.9541001829209,9.648484060226798,0.8214569019559612,DDoS
2.0112308644799395,477,457,35,19,192.168.1.59,10.0.0.143,TCP,48645,230,21,20,461982.2775280031,622.9277109860067,37.348952418270976,422.8444889991386,22.221493083045477,0.6234234143970574,980.6674356470418,11.55941715197864,0.14874447597241175,DDoS
0.9190821536272645,537,493,25,20,192.168.1.96,10.0.0.235,TCP,45076,723,254,30,164264.82522112387,333.7764728018907,61.44510129684662,461.66370006678403,24.409712674220884,0.23362613704015173,1072.6241596670068,9.340025958368772,2.4721138637410967,DDoS
1.2312500617045903,513,567,22,24,192.168.1.6,10.0.0.75,UDP,56509,72,64,47,298373.46127049066,412.56952859304107,67.67000877590417,499.59316866013177,25.50878032484659,0.9355917623078304,1095.959664799394,9.111581251848186,0.6376501809904921,Phishing
0.020799307999138622,547,510,27,16,192.168.1.98,10.0.0.31,UDP,57568,1002,218,46,165680.66662494995,394.60603768106694,37.54419322361325,614.4558751386221,31.37977341736656,1.4227916184897933,920.0428975481918,11.742670368497436,0.15445799391385423,Phishing
3.503557475158312,528,492,9,25,192.168.1.56,10.0.0.92,UDP,12178,875,72,23,2178356.285299082,572.6772978286186,49.08467433239862,537.6076294007979,27.44081547173446,0.5616649933390956,928.7067994799237,12.320011002665778,1.2434498802096063,Phishing
1.786429543354675,488,496,25,20,192.168.1.136,10.0.0.190,TCP,61030,608,222,3,1316410.8959778768,432.0714753035514,54.86756541729239,425.08224254637497,19.23989506807616,3.8022760932720283,795.7464945377274,10.076738594135032,1.0888729065262541,Phishing
0.238687625248947,481,504,19,18,192.168.1.94,10.0.0.156,ICMP,10071,397,162,19,823090.153087436,479.660932713327,47.39743312378678,429.3092184600952,15.321610781380716,0.05892911787063346,645.7455568561194,13.321401758246576,3.2932107014940755,Malware
0.20067898874966336,461,480,19,16,192.168.1.27,10.0.0.224,TCP,24017,84,130,60,254150.8761211951,670.7948549556106,32.483886926948855,619.2471543139931,18.719271453187158,0.8895530940842514,962.4982854939022,10.331505223704736,0.5825298904215555,Malware
0.20261142283225705,489,492,28,24,192.168.1.199,10.0.0.153,ICMP,11362,740,69,62,713812.9077060213,612.0880982296774,36.27088309944406,540.8340053699309,17.24420274042042,0.8761107996968477,1081.668926148804,11.752667124576764,0.3116960786727185,Phishing
0.3627537294604771,457,491,17,17,192.168.1.155,10.0.0.212,TCP,15347,299,159,15,735706.5301737098,637.6198942454946,37.32206794721247,505.2461354954786,20.82941538284122,0.03697137436079383,1003.2036997625886,13.910015451794344,0.06186902745677979,Phishing
0.7439278308608545,502,515,18,19,192.168.1.217,10.0.0.92,TCP,38717,748,225,9,892583.3011329382,428.3045960780043,39.59895897777886,496.9612789140873,24.454714869940666,0.2543377871105625,1221.805978906022,8.74266352066661,1.3209618743075096,Phishing
0.5655370667803367,488,514,18,23,192.168.1.120,10.0.0.153,UDP,59754,293,246,42,61966.00061200197,222.85808414351402,50.868512452574414,589.5395660687758,22.398829315637908,2.3596061666727493,1069.077436178156,8.957348642836214,0.9604455899231937,DDoS
0.3442229925539415,531,480,22,26,192.168.1.174,10.0.0.75,ICMP,65508,734,68,25,3608294.2916278513,460.4475298385957,60.977298412341334,394.5624794925669,27.879776513752176,0.7863903961476338,1131.9009658711777,11.598833800474967,3.5976077781271747,Malware
